username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
Ankeet Udani, MD,ankeetudani,2017-09-07 14:19,2,23,"Back to #Duke on @SouthwestAir Thx @APSForg #APSF2017 #ptsafety pic.twitter.com/JT3TsKX61h",,@SouthwestAir @APSForg,#Duke #APSF2017 #ptsafety,"905843015851286528",https://twitter.com/ankeetudani/status/905843015851286528
Grand Ole Opry,opry,2017-09-07 11:55,21,67,"Where's the #Opry #CircleThrowdown tonight? The @SouthwestAir Porch at @bryantparknyc ! Join us, @NASHFM947NY & @michaelraymusic at 7PM ET! pic.twitter.com/7wuUgU3Vf5",,@SouthwestAir @bryantparknyc @NASHFM947NY @michaelraymusic,#Opry #CircleThrowdown,"905806749839630336",https://twitter.com/opry/status/905806749839630336
Abigail Bentz,abigailkbentz,2017-09-07 11:16,1,41,"Nothing like your @SouthwestAir flight attendant singing you the Maryland fight song to kick off game weekend",,@SouthwestAir,,"905796937127002112",https://twitter.com/abigailkbentz/status/905796937127002112
TeTe Batze,tbatze,2017-09-07 10:40,4,54,"Southwest is always the best! @Southwestair #SouthwestHeart pic.twitter.com/DOh0mdbLGN – at Chicago Midway International Airport (MDW)",,@Southwestair,#SouthwestHeart,"905787947441688580",https://twitter.com/tbatze/status/905787947441688580
Anne Rose,AnneRose713,2017-09-07 09:10,4,38,"Thanks for stepping up @JetBlue @AmericanAir @united @SouthwestAir",,@JetBlue @AmericanAir @united @SouthwestAir,,"905765121804443649",https://twitter.com/AnneRose713/status/905765121804443649
Josh Knight,ABC7Josh,2017-09-07 07:52,7,26,"Heading to @FLLFlyer to cover #Irma . Must be one of the emptiest @SouthwestAir flights I've ever flown. Happy people taking storm seriously! pic.twitter.com/7sWhHw1dxJ – at Southwest Airlines @DCA",,@FLLFlyer @SouthwestAir @DCA,#Irma,"905745476493987840",https://twitter.com/ABC7Josh/status/905745476493987840
Diana Gabaldon,Writer_DG,2017-09-07 06:15,34,795,"HUGE thanks to Sarah Jo @SouthwestAir , who untangled the mystery of the disappearing reservations and got me on my original flight!",,@SouthwestAir,,"905721059025895424",https://twitter.com/Writer_DG/status/905721059025895424
Diana Gabaldon,Writer_DG,2017-09-07 03:48,10,84,"Not if bloody @SouthwestAir has anything to do with it! I made a new reservation yesterday and just got email they cancelled it AGAIN!!! https:// twitter.com/longjanesillvr r/status/905065527231430656 …",,@SouthwestAir,,"905684249050619904",https://twitter.com/Writer_DG/status/905684249050619904
Corrine McConnaughy,cmMcConnaughy,2017-09-07 01:28,0,39,"Thank you, thank you @SouthwestAir for getting my dear friend AND kitties safely from Florida to me! #HurricaneIrma pic.twitter.com/3uSBRTUfMK",,@SouthwestAir,#HurricaneIrma,"905648932968992768",https://twitter.com/cmMcConnaughy/status/905648932968992768
Patrick,Plindsey88,2017-09-07 00:41,7,10,"Run @AmericanAir from MIA to ATL... This was a few hours ago. Maybe all the bad press has convinced them to rethink their #PriceGouging . pic.twitter.com/0o9l3O7RjR",,@AmericanAir,#PriceGouging,"905637008973991940",https://twitter.com/Plindsey88/status/905637008973991940
AJ Gilbert,HockeyBroskii,2017-09-06 22:04,2,17,"Thanks for an awesome summer @SouthwestAir , you made it on my wall :) pic.twitter.com/hvOnx7xQr3",,@SouthwestAir,,"905597604142174208",https://twitter.com/HockeyBroskii/status/905597604142174208
Jaime Casap,jcasap,2017-09-06 20:15,4,20,"Way to go @JetBlue ! Hope @AmericanAir @united @SouthwestAir are doing the same! #hurricaneirma2017 #IrmaHurricane #Irma2017 #Irma https:// twitter.com/YahooFinance/s tatus/905484264971653120 …",,@JetBlue @AmericanAir @united @SouthwestAir,#hurricaneirma2017 #IrmaHurricane #Irma2017 #Irma,"905570247431860224",https://twitter.com/jcasap/status/905570247431860224
NatSciTeachAssoc,NSTA,2017-09-06 20:00,7,5,"Win one of 27 round-trip tickets to an #NSTA17 Area Conference this fall, from @SouthwestAir and #NSTA http:// nstatravel2017.hscampaigns.com",,@SouthwestAir,#NSTA17 #NSTA,"905566280656207873",https://twitter.com/NSTA/status/905566280656207873
Lauren McGaughy,lmcgaughy,2017-09-06 16:37,7,11,": @SouthwestAir flies dogs, cats displaced by #Harvey to new home https://www. dallasnews.com/news/harvey/20 17/09/05/southwest-airlines-flies-dogs-cats-orphaned-harvey-new-home … via @Conor_Shine @dallasnews",,@SouthwestAir @Conor_Shine @dallasnews,#Harvey,"905515408807018496",https://twitter.com/lmcgaughy/status/905515408807018496
John Lewis,CambodiaLewis,2017-09-06 16:27,7,24,"With PhxLeaders @SouthwestAir HQ 35th #luv celebration, @AZChamber @WESTMARC @GPEC @phxchamber @chandlerchamber @MesaChamber @EVPartnership pic.twitter.com/yhm6bnB5On",,@SouthwestAir @AZChamber @WESTMARC @GPEC @phxchamber @chandlerchamber @MesaChamber @EVPartnership,#luv,"905512895005511680",https://twitter.com/CambodiaLewis/status/905512895005511680
Orlando International Airport,MCO,2017-09-06 16:17,24,20,"Travel waivers: @SpiritAirlines : http:// bit.ly/2g8S0i0 @SouthwestAir : http:// swa.is/Irma",,@SpiritAirlines @SouthwestAir,,"905510325587501056",https://twitter.com/MCO/status/905510325587501056
AT&T SportsNet™ | RM,ATTSportsNetRM,2017-09-06 13:54,9,13,"Last week to use #FlyAwayFan for a chance to win a trip to San Diego on Sept 22-24 from @SouthwestAir ! Contest ends on Sunday. Enter to WIN!",,@SouthwestAir,#FlyAwayFan,"905474372814741504",https://twitter.com/ATTSportsNetRM/status/905474372814741504
Jo Ling Kent,jolingkent,2017-09-06 12:39,17,73,"Wow @SouthwestAir gets it. 1 min after door shut, man runs to front w awful news his dad just died. Staff reopen plane so he can be w family",,@SouthwestAir,,"905455403034599424",https://twitter.com/jolingkent/status/905455403034599424
Sheila Greene,SheilaGreene11,2017-09-06 12:17,4,5,"Win one of 27 round-trip tickets to an #NSTA17 Area Conference this fall, from @SouthwestAir and #NSTA http:// nstatravel2017.hscampaigns.com",,@SouthwestAir,#NSTA17 #NSTA,"905449760538152960",https://twitter.com/SheilaGreene11/status/905449760538152960
Kira M. Newman,KiraMNewman,2017-09-06 11:58,4,5,"How gratitude can transform your workplace https:// greatergood.berkeley.edu/article/item/h ow_gratitude_can_transform_your_workplace … @SouthwestAir @CherylAHughey @ForanSteve @searchinsideyou @mikedrobbins",,@SouthwestAir @CherylAHughey @ForanSteve @searchinsideyou @mikedrobbins,,"905445084434444288",https://twitter.com/KiraMNewman/status/905445084434444288
kelianne❁,keliannestankus,2017-09-06 05:43,7,126,"Tell me how one loses a @SouthwestAir gift card",,@SouthwestAir,,"905350749013422080",https://twitter.com/keliannestankus/status/905350749013422080
Stephanie Gamonet,StephGamonet,2017-09-06 00:23,3,9,"Thank you @SouthwestAir for being kind human beings & not price gouging people trying to escape #IrmaHurricane I you #thebestairlinealways",,@SouthwestAir,#IrmaHurricane #thebestairlinealways,"905270237792264193",https://twitter.com/StephGamonet/status/905270237792264193
Sandbecka,AshleySandbeck,2017-09-06 00:19,1,5,"@Delta @AmericanAir @united @SouthwestAir @JetBlue -Just a reminder to HELP people...not take advantage of them. #Irma #HurricaineIrma https:// twitter.com/markwilsontv/s tatus/905256891433005057 …",,@Delta @AmericanAir @united @SouthwestAir @JetBlue,#Irma #HurricaineIrma,"905269317293531136",https://twitter.com/AshleySandbeck/status/905269317293531136
Neil 💭🚀,npshah,2017-09-06 00:05,1,17,"Extremely thankful for @SouthwestAir customer service via Twitter! Saved myself 2+ hrs phone hold time by DM-ing instead.. phew!",,@SouthwestAir,,"905265668827758592",https://twitter.com/npshah/status/905265668827758592
Kenna of Sarasota,kennaschott,2017-09-05 23:59,0,15,"A flight to Chicago randomly appeared with @SouthwestAir and I frantically booked it and then it said it wasn't actually available",,@SouthwestAir,,"905264055698509826",https://twitter.com/kennaschott/status/905264055698509826
Jason Whitely,JasonWhitely,2017-09-05 23:07,3,6,"New chapter at Dallas-based @SouthwestAir ... https:// twitter.com/dallasbiznews/ status/905240639113179137 …",,@SouthwestAir,,"905250960137752577",https://twitter.com/JasonWhitely/status/905250960137752577
Chris,ChicoFreedom,2017-09-05 22:53,2,5,"These flights should be $200, but yall maximizing profit off of desperate people pic.twitter.com/PnxvgQ7BIN",,,,"905247534590906369",https://twitter.com/ChicoFreedom/status/905247534590906369
#𝑴𝒂𝒉𝒐𝒎𝒆𝒔𝑻𝒉𝒆𝑮𝒓𝒆𝒂𝒕 Ѕаlаzаѓ,asal1876,2017-09-05 22:34,0,23,"Whew... Thanks @SouthwestAir ... My pop coming home pic.twitter.com/UTuAexCvh0",,@SouthwestAir,,"905242892817616896",https://twitter.com/asal1876/status/905242892817616896
Scotty 2 Hotty,TheScotty2Hotty,2017-09-05 20:22,3,14,"Great to see @SeaWorld and @SouthwestAir doing good things together after ending a 26 year relationship a couple yrs back.",,@SeaWorld @SouthwestAir,,"905209642736857088",https://twitter.com/TheScotty2Hotty/status/905209642736857088
SmarterTravel,SmarterTravel,2017-09-05 20:05,4,5,"Fare sale! Book by September 21 for $39 flights on @SouthwestAir : https://www. smartertravel.com/deals/39-ow-ai rfare-sale-southwest-12/ … #traveldeals pic.twitter.com/SoRH9SbBsO",,@SouthwestAir,#traveldeals,"905205165451509762",https://twitter.com/SmarterTravel/status/905205165451509762
Conor Shine,Conor_Shine,2017-09-05 20:03,15,43,". @SouthwestAir flies dogs, cats orphaned by Harvey to new home in California https://www. dallasnews.com/news/harvey/20 17/09/05/southwest-airlines-flies-dogs-cats-orphaned-harvey-new-home … @DMNBiz @HWAC pic.twitter.com/IGj5jGOoJw",,@SouthwestAir @DMNBiz @HWAC,,"905204790795407360",https://twitter.com/Conor_Shine/status/905204790795407360
Shawn O'Dare,ShawnODare,2017-09-05 19:44,4,8,"Airline price gouging is morally wrong at a time like this. @AmericanAir @Delta @SouthwestAir @united @SpiritAirlines @FlyFrontier @JetBlue",,@AmericanAir @Delta @SouthwestAir @united @SpiritAirlines @FlyFrontier @JetBlue,,"905200050283917312",https://twitter.com/ShawnODare/status/905200050283917312
Nia Vardalos,NiaVardalos,2017-09-05 19:18,3,20,"Thanku @SouthwestAir for showing me how to donate points: https://www. southwest.com/html/rapidrewa rds/promotions/donate-points-charity.html?clk=GSUBNAV-RR-DONATEPOINTS …",,@SouthwestAir,,"905193485724073984",https://twitter.com/NiaVardalos/status/905193485724073984
Kelly Hessedal,KellyNews8,2017-09-05 18:41,12,50,"Oh. My. Goodness. @HWAC @CBS8 @SouthwestAir #Harveypetrescue pic.twitter.com/KNdVe3D6Bo",,@HWAC @CBS8 @SouthwestAir,#Harveypetrescue,"905184023328178177",https://twitter.com/KellyNews8/status/905184023328178177
Joe Little🎥🏀,LittleJoeTV,2017-09-05 17:45,275,1099,"Best. Flight. Ever. @SouthwestAir #ForTheWin on behalf of 64 #Texas animals who will hopefully be adopted from the @HWAC . @10News at 6. pic.twitter.com/PBiyxv7Qqi",,@SouthwestAir @HWAC @10News,#ForTheWin #Texas,"905170101636292608",https://twitter.com/LittleJoeTV/status/905170101636292608
Danny Bland,mrdannybland,2017-09-05 16:59,0,12,". @SouthwestAir , no one wants to sit next to me and my service crow. sad face.",,@SouthwestAir,,"905158528905527296",https://twitter.com/mrdannybland/status/905158528905527296
Kelly Hessedal,KellyNews8,2017-09-05 15:56,31,73,"Precious cargo headed to San Diego via @SouthwestAir @HWAC @CBS8 #HarveyPetsFlight pic.twitter.com/abSaEq5Cg7",,@SouthwestAir @HWAC @CBS8,#HarveyPetsFlight,"905142614445375488",https://twitter.com/KellyNews8/status/905142614445375488
Tay Austin,Jasamsdestiny,2017-09-05 15:52,2,6,"Ahhh look at those sweet wee ones! Thank you @SouthwestAir Thats why you're my airline U see a need & lend a hand. #harveypetflights https:// twitter.com/HWAC/status/90 5105424830967809 …",,@SouthwestAir,#harveypetflights,"905141621850824708",https://twitter.com/Jasamsdestiny/status/905141621850824708
Joe Little🎥🏀,LittleJoeTV,2017-09-05 14:06,8,25,"The cuteness is flying back to #SanDiego . @10News at 11 AM. @HWAC @SeaWorld @SouthwestAir pic.twitter.com/N6B4ALgcuN",,@10News @HWAC @SeaWorld @SouthwestAir,#SanDiego,"905115024749944833",https://twitter.com/LittleJoeTV/status/905115024749944833
Helen Woodward,HWAC,2017-09-05 13:36,18,61,"Final seatbelt checks #HarveyPetsFlight @southwestair pic.twitter.com/qds2RpMFI1",,@southwestair,#HarveyPetsFlight,"905107294664310784",https://twitter.com/HWAC/status/905107294664310784
Christian Edgington,christianedging,2017-09-05 10:35,0,8,"I'm 16 hours away from Ohio but I already feel right at home in Dallas! @SouthwestAir #CampusReach",,@SouthwestAir,#CampusReach,"905061953122562048",https://twitter.com/christianedging/status/905061953122562048
Brian A. Billeck,happy2badad,2017-09-05 10:35,4,30,"Damon finally made "1st Day of School." Goes back to HOU for treatment tonight. @KiddsKids @kellierasberry @SouthwestAir @JudsonISD @accorg pic.twitter.com/6X0bJPhZjR",,@KiddsKids @kellierasberry @SouthwestAir @JudsonISD @accorg,,"905061732036616193",https://twitter.com/happy2badad/status/905061732036616193
B L A K E L Y,blakelyhaney,2017-09-05 10:34,0,12,"I have a fear of flying that results in me throwing up on every flight I've ever been on so it's ironic that I'm working here @SouthwestAir",,@SouthwestAir,,"905061484295749632",https://twitter.com/blakelyhaney/status/905061484295749632
Diana Gabaldon,Writer_DG,2017-09-05 07:01,26,197,"@AmericanAir , for good service and good food. @SouthwestAir for arbitrarily cancelling my reservation and ignoring my complaint.",,@AmericanAir @SouthwestAir,,"905007974409617408",https://twitter.com/Writer_DG/status/905007974409617408
kr*sta,queenb_kristag,2017-09-04 22:08,2,5,"@SouthwestAir please delay my flight I need to get Popeyes!!!",,@SouthwestAir,,"904873800625295360",https://twitter.com/queenb_kristag/status/904873800625295360
Mike Fajen,mfajen,2017-09-04 22:03,2,6,"Hey @SouthwestAir there are Honeymooners on Flight 4376 to LA tonight.",,@SouthwestAir,,"904872663620788224",https://twitter.com/mfajen/status/904872663620788224
chase,chasekeithh,2017-09-04 22:03,10,155,"thanks @southwestair for taking me to and back from @playlistlive",,@southwestair @playlistlive,,"904872654745755648",https://twitter.com/chasekeithh/status/904872654745755648
Raven,KazeSkyz,2017-09-04 21:23,5,13,"Is this another one of your Clinton Foundation ponzi schemes? No thanks alt-left zealot. #CNNCredibilityCrisis",,,#CNNCredibilityCrisis,"904862417087336449",https://twitter.com/KazeSkyz/status/904862417087336449
EricBauman,EricBauman,2017-09-04 19:31,0,12,"On @SouthwestAir with a #Union crew to #LaborDay breakfast in Napa/Solano CLC, then Southbay CLC picnic & finally Sacramento CLC picnic.",,@SouthwestAir,#Union #LaborDay,"904834449749172224",https://twitter.com/EricBauman/status/904834449749172224
Fantastic Negrito,MusicNegrito,2017-09-04 18:39,6,33,"Alright @SouthwestAir lost my bag.. from oakland to La? How? pic.twitter.com/mWBOfRi9B5",,@SouthwestAir,,"904821294281121792",https://twitter.com/MusicNegrito/status/904821294281121792
Adam Green,theAdamGreen,2017-09-04 18:13,0,14,"Update: @SouthwestAir is way better at customer service than I am at going to the correct airport. Switched my flight. Many thanks! https:// twitter.com/theadamgreen/s tatus/904812452566622208 …",,@SouthwestAir,,"904814720103858176",https://twitter.com/theAdamGreen/status/904814720103858176
Paul Thompson,FlyingPhotog,2017-09-04 12:42,10,44,"Spotted: first @SouthwestAir 737-800 with @PanasonicAero WiFi equipment! N8542Z #domespotting pic.twitter.com/qmfIUf4OHm",,@SouthwestAir @PanasonicAero,#domespotting,"904731524825788417",https://twitter.com/FlyingPhotog/status/904731524825788417
🎧 WINDOW TO THE MAGIC 🎧 A 3-D Audio Podcast,wttm,2017-09-03 23:45,2,9,"An awesome job by the @SouthwestAir ground crew in San Jose as they prepare to take me home! pic.twitter.com/eQ48eMOmbE",,@SouthwestAir,,"904535897432920064",https://twitter.com/wttm/status/904535897432920064
ITDRC,ITDRC,2017-09-02 12:32,7,12,"We'll never run out of #LUV for @SouthwestAir - they're moving our volunteers in from around the country to help with our #Harvey operation. https:// twitter.com/itdrc/status/9 03726959565225984 …",,@SouthwestAir,#LUV #Harvey,"904004115352608768",https://twitter.com/ITDRC/status/904004115352608768
Clay Travis,ClayTravis,2017-09-02 11:39,1,10,"Gotta burn all those magazines for sure.",,,,"903990835993305088",https://twitter.com/ClayTravis/status/903990835993305088
Mike Seidel,mikeseidel,2017-09-02 10:04,7,66,"#Sunrise over @HobbyAirport Our @Delta flight is the only one flying as @SouthwestAir employees are still impacted by fooding. #deserted pic.twitter.com/mol449z4nF",,@HobbyAirport @Delta @SouthwestAir,#Sunrise #deserted,"903966965005508609",https://twitter.com/mikeseidel/status/903966965005508609
