text,Unnamed: 14,Unnamed: 15,Unnamed: 16,tweet2words,num_capitalized,tweet_length,num_negative_words,num_positive_words,num_neutral_words,has_capitalized,num_capitalised_positive_words,num_capitalised_negative_words,num_hashtags,num_special_character,correctedText
Beautiful sunny day in London at the montcalm_marble_arch hotel. Off to meet my @british_airways gold and GGL Facebook group for a few glasses of . No LPGS though sadly! #luxurytravel … https://www. instagram.com/p/BkVUvL9gwtu/ ?utm_source=ig_twitter_share&igshid=164igp4rxwp4b …,,,,Beautiful sunny day London montcalm marble arch hotel Off meet gold GGL Facebook group glasses No LPGS though sadly luxurytravel https www instagram com p BkVUvL gwtu utm source ig twitter share igshid igp rxwp b,2,36,0,2,33,1,0,0,1,10, Beautiful sunny day London Montcalm marble arch hotel Off meet gold GEL Facebook group glasses No LOGS though sadly luxury travel HTTP WWW Instagram com p  tug tum source if twitter share shindig pig Rx b
British Airways Airbus A380-800 G-XLEK Basking in the African sun @British_Airways @Airbus @a380fanclub @A380spotter @lindapiet20 @JacquesMuller21 @DaveWallsworth pic.twitter.com/mG1w51ixqa,,,,British Airways Airbus A G XLEK Basking African sun pic twitter com mG w ixqa,1,22,0,0,18,1,0,0,0,10, British Airways Airbus A G LEEK Basking African sun pic twitter com mg w ix
Happy #wingfriday @mmsBA Who says it always rains in @manairport ? A shiny @AmericanAir @BoeingAirplanes 787 seen from @British_Airways @Airbus TOB yesterday pic.twitter.com/0IoMB37J3V,,,,Happy wingfriday Who says always rains A shiny seen TOB yesterday pic twitter com IoMB J V,1,22,0,2,21,1,0,0,1,9, Happy wayfaring Who says always rains A shiny seen BOT yesterday pic twitter com Io MB J V
A lovely shiny #wingfriday wing on one of my regular @British_Airways LHR-AMS trips last week @mmsBA pic.twitter.com/TlagRlaxOu,,,,A lovely shiny wingfriday wing one regular LHR AMS trips last week pic twitter com TlagRlaxOu,2,18,0,2,15,1,0,0,1,5, A lovely shiny wayfaring wing one regular HR MAS trips last week pic twitter com Flagrant
"Dear Lord, @British_Airways , enough with the Lakme Duet on continuous loop!",,,,Dear Lord enough Lakme Duet continuous loop,0,9,0,1,11,1,0,0,0,4, Dear Lord enough Lake Duet continuous loop
On my way to Dublin for the @HIVMRG seminars. Far too early for travelling (although upgrade from @British_Airways is helping!) but looking forward to catching up with @HIVTox @savoy__truffle @rowley_dominic @DrYGilleece & many other good friends. https:// twitter.com/hivmrg/status/ 1009002130462658566 …,,,,On way Dublin seminars Far early travelling although upgrade helping looking forward catching many good friends https twitter com hivmrg status,0,29,0,1,39,1,0,0,0,14, On way Dublin seminars Far early traveling although upgrade helping looking forward catching many good friends HTTP twitter com hive status
Multi-type Piloting @British_Airways on an all #Boeing fleet #Avgeek #Aviation #Art #Airliners #Pilots #Pilotlife More airlinerart at: http://www. AirlinersIllustrated.com pic.twitter.com/CYEQGQWPKe,,,,Multi type Piloting Boeing fleet Avgeek Aviation Art Airliners Pilots Pilotlife More airlinerart http www AirlinersIllustrated com pic twitter com CYEQGQWPKe,0,22,0,0,20,1,0,0,7,13, Multi type Piloting Boeing fleet Av geek Aviation Art Airliners Pilots Pilot life More airliner art HTTP WWW Airliners Illustrated com pic twitter com 
We need more jazz hands on @British_Airways flights. @JKCorden shows their staff the ropes. Expect a new and improved safety briefing next time you fly. The @latelateshow . Tonight. 10pm. pic.twitter.com/gcBx9KHBqX,,,,We need jazz hands flights shows staff ropes Expect new improved safety briefing next time fly The Tonight pm pic twitter com gcBx KHBqX,0,26,0,1,30,1,0,0,0,10, We need jazz hands flights shows staff ropes Expect new improved safety briefing next time fly The Tonight pm pic twitter com GCC Khyber
War flashbacks of Air Canada,,,,War flashbacks Air Canada,0,4,0,0,5,1,0,0,0,0, War flashbacks Air Canada
Made to feel very welcome at the Isle of Wight Fedtival. Thanks to the @British_Airways Hostess’s for the photo! #Random #IOW50 pic.twitter.com/ufqJ45X7Rz,,,,Made feel welcome Isle Wight Fedtival Thanks Hostess photo Random IOW pic twitter com ufqJ X Rz,1,19,0,1,21,1,0,0,2,7, Made feel welcome Isle Wight Festival Thanks Hostess photo Random OW pic twitter com Ufa X Rx
No not yet. We just boarded but will now miss our connecting flight from heathrow to Los Angeles.,,,,No yet We boarded miss connecting flight heathrow Los Angeles,0,8,1,0,17,1,0,0,0,2, No yet We boarded miss connecting flight heath row Los Angeles
Back at what they do best! Great work @VirginAtlantic on spotting the opportunity in @British_Airways pricing fiasco #RedHot #RivalMarketing https:// twitter.com/virginatlantic /status/1009809030125096962 …,,,,Back best Great work spotting opportunity pricing fiasco RedHot RivalMarketing https twitter com virginatlantic status,0,18,1,2,20,1,0,0,2,9, Back best Great work spotting opportunity pricing fiasco Red Hot Rival Marketing HTTP twitter com transatlantic status
Team Super Family Time? pic.twitter.com/8K9WyGSaLp,,,,Team Super Family Time pic twitter com K WyGSaLp,0,9,0,1,4,1,0,0,0,2, Team Super Family Time pic twitter com K 
This bitch is really laying on the floor... the extraness that i stan,,,,This bitch really laying floor extraness stan,0,6,1,0,12,1,0,0,0,1, This bitch really laying floor extraneous stein
"Spotted at YYZ yesterday- @AirCanada @AirCanadaRouge @KLM @British_Airways @emirates - thanks for the fun tour, @TomPodolec ! @TorontoPearson pic.twitter.com/J7tNtOBkY8",,,,Spotted YYZ yesterday thanks fun tour pic twitter com J tNtOBkY,1,19,0,1,18,1,0,0,0,12, Spotted  yesterday thanks fun tour pic twitter com J 
When @British_Airways delays your flight indefinitely and now you’re going to be stranded in France over night. This is the opposite of tres bien. pic.twitter.com/la9dOIBWIy,,,,When delays flight indefinitely going stranded France night This opposite tres bien pic twitter com la dOIBWIy,0,17,1,0,24,1,0,0,0,5, When delays flight indefinitely going stranded France night This opposite tees bin pic twitter com la doily
British Airways Airbus A380 departs London Heathrow Airport. as BA269 to Los Angeles (LAX) Registration G-XLEL #BritishAirways #SpeedBird Date 08/06/18 @DaveWallsworth @British_Airways @Airbus pic.twitter.com/npcnrlD5Ea,,,,British Airways Airbus A departs London Heathrow Airport BA Los Angeles LAX Registration G XLEL BritishAirways SpeedBird Date pic twitter com npcnrlD Ea,3,26,0,0,24,1,0,0,2,10, British Airways Airbus A departs London Heath row Airport BA Los Angeles LAX Registration G AXLE British Airways Speed Bird Date pic twitter com  Ea
Np...happy #ThrowbackThursday you guys!! #travel #capetown #southafrica #avgeek,,,,Np happy ThrowbackThursday guys travel capetown southafrica avgeek,0,8,0,0,8,1,0,0,5,7, Np happy Throwback Thursday guys travel Capetown Southampton av geek
#ThrowbackThursday to @capetown dawn departure from @capetownint on @British_Airways to @ortambo_int in #Joburg ...J'ADORE flying!! #travel #CapeTown #avgeek #SouthAfrica #BritishAirways cc @TedNguyen @TBINChat @MrScottEddy @SouthAfrica @traveloneworld pic.twitter.com/KPit0cl9bD,,,,ThrowbackThursday dawn departure Joburg J ADORE flying travel CapeTown avgeek SouthAfrica BritishAirways cc pic twitter com KPit cl bD,1,30,0,1,26,0,0,0,7,19, Throwback Thursday dawn departure Jo burg J ADORE flying travel Cape Town av geek South Africa British Airways cc pic twitter com K Pit cl b
What a day to fly @British_Airways First to @PrideToronto ! #Pride pic.twitter.com/shMV9oLPBD,,,,What day fly First Pride pic twitter com shMV oLPBD,0,12,0,0,12,1,0,0,1,5, What day fly First Pride pic twitter com shiv Adolph
#TBT The @British_Airways world route map in 2003: http:// airlinemaps.tumblr.com/post/175103572 207/british-airways-routes-2003-the-british-airways … pic.twitter.com/o9K4hiP1CE,,,,TBT The world route map http airlinemaps tumblr com post british airways routes british airways pic twitter com K hiP CE,2,22,0,0,13,1,0,0,1,8, TB The world route map HTTP airline maps tumble com post British airways routes British airways pic twitter com K hip CE
"Pay for @British_Airways buisness and you get Titan airways apparantly?? Along with delays on last 3 flights, interest staff and on last LA 11hr flight.... no in flight entertainment. Going really well BA, well done! Excellent service pic.twitter.com/gF1I702D7d",,,,Pay buisness get Titan airways apparantly Along delays last flights interest staff last LA hr flight flight entertainment Going really well BA well done Excellent service pic twitter com gF I D,2,32,1,3,34,1,0,0,0,8, Pay business get Titan airways apparently Along delays last flights interest staff last LA hr flight flight entertainment Going really well BA well done Excellent service pic twitter com g I D
Tbt @British_Airways Concord in Nairobi pic.twitter.com/kuIpO1FYZr,,,,Tbt Concord Nairobi pic twitter com kuIpO FYZr,0,10,0,0,6,1,0,0,0,2, Tb Concord Nairobi pic twitter com IPO FY Zr
"The Bug Magnet Award for today goes to @British_Airways for a pricing glitch, then deciding to blame it on users https://www. bbc.com/news/uk-445464 00 …",,,,The Bug Magnet Award today goes pricing glitch deciding blame users https www bbc com news uk,0,18,2,1,21,1,0,0,0,5, The Bug Magnet Award today goes pricing glitch deciding blame users HTTP WWW BBC com news UK
"Tune in to the special #PLAYdifferently Showcase: @ItsDeeperSounds #InFlightRadio on @British_Airways flights during the month of June, including an exclusive mix by @Paco_Osuna ! #MODEL1 #Ambassador #PacoOsuna #BritishAirways pic.twitter.com/LbwgjQXB5n",,,,Tune special PLAYdifferently Showcase InFlightRadio flights month June including exclusive mix MODEL Ambassador PacoOsuna BritishAirways pic twitter com LbwgjQXB n,1,25,0,0,29,1,0,0,6,13, Tune special Play differently Showcase Traditionalist flights month June including exclusive mix MODEL Ambassador Subcompact British Airways pic twitter com  n
One of the best flights back from Japan to London with @British_Airways thanks to this legend Darrell #Thankyou #WeLoveBA #flydirect .kate @Nataliep_90 @khoweymbe @nekodadavis_57 @bekkyliveseyxxx @amylivesey_x pic.twitter.com/u21MHK1Hez,,,,One best flights back Japan London thanks legend Darrell Thankyou WeLoveBA flydirect kate pic twitter com u MHK Hez,1,27,0,1,26,1,0,0,3,11, One best flights back Japan London thanks legend Darrell Thank you Lovelace fly direct take pic twitter com u MK Hess
@British_Airways No compensation voucher yet and no way 2 rebook my unlawfully cancelled reservation without paying an access of £300 at least. Who should I rebook with 2 avoid missing out on my trip? @easyJet @wizzair @ELALUK Anything but #BA #CustomerExperience #Bad #Cancelled,,,,No compensation voucher yet way rebook unlawfully cancelled reservation without paying access least Who I rebook avoid missing trip Anything BA CustomerExperience Bad Cancelled,1,26,1,0,42,1,0,0,4,11, No compensation voucher yet way reboot unlawfully canceled reservation without paying access least Who I reboot avoid missing trip Anything BA Customer Experience Bad Can celled
Why has @British_Airways gone so budget but keep the extortionate prices? Couldn’t even get a free cup of water on my flight this morning. I’ll save my money next time and actually pay budget prices with a different airline and get the same service. Terrible.,,,,Why gone budget keep extortionate prices Couldn even get free cup water flight morning I save money next time actually pay budget prices different airline get service Terrible,0,27,0,1,44,1,0,0,0,7, Why gone budget keep extortionate prices Could even get free cup water flight morning I save money next time actually pay budget prices different airline get service Terrible
Apparently our London to Tel Aviv deal for £195 roundtrip ( https:// tinyurl.com/ybboombc ) was an ERROR FARE. @British_Airways has decided not to honour the deal See here: https:// tinyurl.com/y8pdk6fs pic.twitter.com/dKmfPl5ZWc,,,,Apparently London Tel Aviv deal roundtrip https tinyurl com ybboombc ERROR FARE decided honour deal See https tinyurl com pdk fs pic twitter com dKmfPl ZWc,2,28,1,0,30,1,0,0,0,11, Apparently London Tel Avis deal round trip HTTP tincture com boombox ERROR FARE decided honor deal See HTTP tincture com pd sf pic twitter com  WC
"Personal pilot to @shesgotwings777 today. KUL-LHR. Weather dodging over the Bay of Bengal, following the early morning @British_Airways fleet returning to LHR and finall #sunrise #pilotview #avgeek #B787 #BASMART pic.twitter.com/W9lFmyGMiy",,,,Personal pilot today KUL LHR Weather dodging Bay Bengal following early morning fleet returning LHR finall sunrise pilotview avgeek B BASMART pic twitter com W lFmyGMiy,4,29,0,0,30,1,0,0,5,11, Personal pilot today KL HR Weather dodging Bay Bengal following early morning fleet returning HR final sunrise pilot view av geek B BA SMART pic twitter com W 
BA9158 on final approach for runway 27R completing a delivery flight from Everett. @brendanoneal @British_Airways #boeing #airplane #planespotting #aviationlovers #avgeek #aviationphotography #aviation #aviationpictures #aviationworld #aviationphoto #aviationpics pic.twitter.com/xP1hRwzjRU,,,,BA final approach runway R completing delivery flight Everett boeing airplane planespotting aviationlovers avgeek aviationphotography aviation aviationpictures aviationworld aviationphoto aviationpics pic twitter com xP hRwzjRU,1,28,0,0,27,1,0,0,11,15, BA final approach runway R completing delivery flight Everett Boeing airplane plane spotting aviation lovers av geek aviation photography aviation aviation pictures aviation world aviation photo aviation pics pic twitter com x 
